icao24,ground_icao,ground_iata,ground_city,prev_dep_icao,prev_arr_icao,next_dep_icao,next_arr_icao,prev_arr_time_unix,next_dep_time_unix,prev_arr_time_utc,next_dep_time_utc,turnaround_min
c069d8,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYZ,1757556689,1757607455,2025-09-11T02:11:29+00:00,2025-09-11T16:17:35+00:00,846
c069d8,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757623138,1757817412,2025-09-11T20:38:58+00:00,2025-09-14T02:36:52+00:00,3237
c069d8,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYC,1757833932,1757855914,2025-09-14T07:12:12+00:00,2025-09-14T13:18:34+00:00,366
c07f02,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYVR,1757046972,1757272592,2025-09-05T04:36:12+00:00,2025-09-07T19:16:32+00:00,3760
c07f02,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYEG,1757276567,1757344844,2025-09-07T20:22:47+00:00,2025-09-08T15:20:44+00:00,1137
c05eb7,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1757046056,1757078649,2025-09-05T04:20:56+00:00,2025-09-05T13:24:09+00:00,543
c05eb7,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1757092120,1757098266,2025-09-05T17:08:40+00:00,2025-09-05T18:51:06+00:00,102
c05eb7,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYVR,1757111499,1757116844,2025-09-05T22:31:39+00:00,2025-09-06T00:00:44+00:00,89
c05eb7,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757133641,1757169619,2025-09-06T04:40:41+00:00,2025-09-06T14:40:19+00:00,599
c05eb7,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYVR,1757220928,1757295279,2025-09-07T04:55:28+00:00,2025-09-08T01:34:39+00:00,1239
c05eb7,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757311674,1757317007,2025-09-08T06:07:54+00:00,2025-09-08T07:36:47+00:00,88
c05eb7,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYYC,1757331713,1757336820,2025-09-08T11:41:53+00:00,2025-09-08T13:07:00+00:00,85
c05eb7,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1757351636,1757356620,2025-09-08T17:13:56+00:00,2025-09-08T18:37:00+00:00,83
c05eb7,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYUL,1757369097,1757436750,2025-09-08T22:04:57+00:00,2025-09-09T16:52:30+00:00,1127
c05eb7,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757440885,1757450250,2025-09-09T18:01:25+00:00,2025-09-09T20:37:30+00:00,156
c05eb7,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYVR,1757453491,1757593413,2025-09-09T21:31:31+00:00,2025-09-11T12:23:33+00:00,2332
c05eb7,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757609474,1757616473,2025-09-11T16:51:14+00:00,2025-09-11T18:47:53+00:00,116
c05eb7,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYVR,1757631513,1757689779,2025-09-11T22:58:33+00:00,2025-09-12T15:09:39+00:00,971
ada1de,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYVR,1756976427,1756981661,2025-09-04T09:00:27+00:00,2025-09-04T10:27:41+00:00,87
ada1de,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1756985289,1757037862,2025-09-04T11:28:09+00:00,2025-09-05T02:04:22+00:00,876
ada1de,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYYZ,1757041648,1757045821,2025-09-05T03:07:28+00:00,2025-09-05T04:17:01+00:00,69
c0614d,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1756960586,1757282160,2025-09-04T04:36:26+00:00,2025-09-07T21:56:00+00:00,5359
c0614d,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYYZ,1757285783,1757445344,2025-09-07T22:56:23+00:00,2025-09-09T19:15:44+00:00,2659
c0614d,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1757458448,1757513595,2025-09-09T22:54:08+00:00,2025-09-10T14:13:15+00:00,919
c0614d,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYEG,1757795243,1757816892,2025-09-13T20:27:23+00:00,2025-09-14T02:28:12+00:00,360
c0614d,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757954362,1757960580,2025-09-15T16:39:22+00:00,2025-09-15T18:23:00+00:00,103
c07bc7,CYYZ,YYZ,Toronto,CYEG,CYYZ,CYYZ,CYVR,1757065246,1757181931,2025-09-05T09:40:46+00:00,2025-09-06T18:05:31+00:00,1944
c07bc7,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYC,1757198849,1757212862,2025-09-06T22:47:29+00:00,2025-09-07T02:41:02+00:00,233
c07bc7,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYYZ,1757216729,1757267050,2025-09-07T03:45:29+00:00,2025-09-07T17:44:10+00:00,838
c07bc7,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1757278926,1757957377,2025-09-07T21:02:06+00:00,2025-09-15T17:29:37+00:00,11307
a0cb44,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYUL,1757022339,1757086476,2025-09-04T21:45:39+00:00,2025-09-05T15:34:36+00:00,1068
c07646,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYYZ,1757021885,1757349811,2025-09-04T21:38:05+00:00,2025-09-08T16:43:31+00:00,5465
c07646,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1757361099,1757523114,2025-09-08T19:51:39+00:00,2025-09-10T16:51:54+00:00,2700
c04852,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYEG,1757014248,1757705250,2025-09-04T19:30:48+00:00,2025-09-12T19:27:30+00:00,11516
c07aa4,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYYZ,1756996799,1757313208,2025-09-04T14:39:59+00:00,2025-09-08T06:33:28+00:00,5273
c01ec6,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYEG,1756995144,1757172365,2025-09-04T14:12:24+00:00,2025-09-06T15:26:05+00:00,2953
c01ec6,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1757735755,1757875951,2025-09-13T03:55:55+00:00,2025-09-14T18:52:31+00:00,2336
c01ec6,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1757890185,1757895989,2025-09-14T22:49:45+00:00,2025-09-15T00:26:29+00:00,96
c03bf2,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYYC,1756993109,1757036179,2025-09-04T13:38:29+00:00,2025-09-05T01:36:19+00:00,717
c03bf2,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYYZ,1757040080,1757315400,2025-09-05T02:41:20+00:00,2025-09-08T07:10:00+00:00,4588
c03bf2,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1757328246,1757336741,2025-09-08T10:44:06+00:00,2025-09-08T13:05:41+00:00,141
c03bf2,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYVR,1757351336,1757356186,2025-09-08T17:08:56+00:00,2025-09-08T18:29:46+00:00,80
c03bf2,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYZ,1757359879,1757376665,2025-09-08T19:31:19+00:00,2025-09-09T00:11:05+00:00,279
c03bf2,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYYC,1757392401,1757413860,2025-09-09T04:33:21+00:00,2025-09-09T10:31:00+00:00,357
c03bf2,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757630309,1757635844,2025-09-11T22:38:29+00:00,2025-09-12T00:10:44+00:00,92
c03bf2,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYYC,1757651834,1757678622,2025-09-12T04:37:14+00:00,2025-09-12T12:03:42+00:00,446
c03bf2,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1757692940,1757699017,2025-09-12T16:02:20+00:00,2025-09-12T17:43:37+00:00,101
c088fb,CYYZ,YYZ,Toronto,CYEG,CYYZ,CYYZ,CYYC,1756978829,1757084805,2025-09-04T09:40:29+00:00,2025-09-05T15:06:45+00:00,1766
c088fb,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757696232,1757702323,2025-09-12T16:57:12+00:00,2025-09-12T18:38:43+00:00,101
c088fb,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYEG,1757717468,1757730269,2025-09-12T22:51:08+00:00,2025-09-13T02:24:29+00:00,213
c05ed8,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757091327,1757096294,2025-09-05T16:55:27+00:00,2025-09-05T18:18:14+00:00,82
c05ed8,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757100234,1757355516,2025-09-05T19:23:54+00:00,2025-09-08T18:18:36+00:00,4254
c05ed8,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757359873,1757447325,2025-09-08T19:31:13+00:00,2025-09-09T19:48:45+00:00,1457
c05ed8,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757450687,1757791595,2025-09-09T20:44:47+00:00,2025-09-13T19:26:35+00:00,5681
c05ed8,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757813818,1757848699,2025-09-14T01:36:58+00:00,2025-09-14T11:18:19+00:00,581
c03cc6,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1757018099,1757081703,2025-09-04T20:34:59+00:00,2025-09-05T14:15:03+00:00,1060
c03ba4,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1756986239,1757001840,2025-09-04T11:43:59+00:00,2025-09-04T16:04:00+00:00,260
c0797b,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYYZ,1757012428,1757052249,2025-09-04T19:00:28+00:00,2025-09-05T06:04:09+00:00,663
c0797b,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYUL,1757064535,1757636708,2025-09-05T09:28:55+00:00,2025-09-12T00:25:08+00:00,9536
c0797b,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757776147,1757780541,2025-09-13T15:09:07+00:00,2025-09-13T16:22:21+00:00,73
c05ee1,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1756992345,1756996028,2025-09-04T13:25:45+00:00,2025-09-04T14:27:08+00:00,61
c05ee1,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757949147,1757953772,2025-09-15T15:12:27+00:00,2025-09-15T16:29:32+00:00,77
c0527b,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1756991295,1757016825,2025-09-04T13:08:15+00:00,2025-09-04T20:13:45+00:00,425
c035f8,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1756961390,1756983930,2025-09-04T04:49:50+00:00,2025-09-04T11:05:30+00:00,375
c035f8,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYYC,1756988068,1757077630,2025-09-04T12:14:28+00:00,2025-09-05T13:07:10+00:00,1492
c035f8,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYEG,1757091179,1757210055,2025-09-05T16:52:59+00:00,2025-09-07T01:54:15+00:00,1981
c035f8,CYEG,YEG,Edmonton,CYYC,CYEG,CYEG,CYYZ,1757212018,1757520354,2025-09-07T02:26:58+00:00,2025-09-10T16:05:54+00:00,5138
c035f8,CYYZ,YYZ,Toronto,CYEG,CYYZ,CYYZ,CYVR,1757532838,1757607219,2025-09-10T19:33:58+00:00,2025-09-11T16:13:39+00:00,1239
c07e2c,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757294364,1757341742,2025-09-08T01:19:24+00:00,2025-09-08T14:29:02+00:00,789
c08335,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYUL,1756958699,1757349073,2025-09-04T04:04:59+00:00,2025-09-08T16:31:13+00:00,6506
c08335,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757400719,1757423280,2025-09-09T06:51:59+00:00,2025-09-09T13:08:00+00:00,376
c08335,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYEG,1757427162,1757707861,2025-09-09T14:12:42+00:00,2025-09-12T20:11:01+00:00,4678
c08335,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757878489,1757885933,2025-09-14T19:34:49+00:00,2025-09-14T21:38:53+00:00,124
c08335,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757889871,1757895011,2025-09-14T22:44:31+00:00,2025-09-15T00:10:11+00:00,85
c08335,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757898887,1757904095,2025-09-15T01:14:47+00:00,2025-09-15T02:41:35+00:00,86
c08335,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757908049,1757916496,2025-09-15T03:47:29+00:00,2025-09-15T06:08:16+00:00,140
c08335,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYZ,1757920304,1757941831,2025-09-15T07:11:44+00:00,2025-09-15T13:10:31+00:00,358
c05840,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757022023,1757275520,2025-09-04T21:40:23+00:00,2025-09-07T20:05:20+00:00,4224
c05840,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757280072,1757366350,2025-09-07T21:21:12+00:00,2025-09-08T21:19:10+00:00,1437
c05840,CYYC,YYC,Calgary,CYUL,CYYC,CYYC,CYUL,1757747656,1757753451,2025-09-13T07:14:16+00:00,2025-09-13T08:50:51+00:00,96
c05840,CYUL,YUL,Montreal,CYYC,CYUL,CYUL,CYYZ,1757766170,1757969043,2025-09-13T12:22:50+00:00,2025-09-15T20:44:03+00:00,3381
c06a88,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757020805,1757277720,2025-09-04T21:20:05+00:00,2025-09-07T20:42:00+00:00,4281
c06a88,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757281508,1757621101,2025-09-07T21:45:08+00:00,2025-09-11T20:05:01+00:00,5659
c06a88,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757624373,1757708160,2025-09-11T20:59:33+00:00,2025-09-12T20:16:00+00:00,1396
c018c8,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1756980537,1757133340,2025-09-04T10:08:57+00:00,2025-09-06T04:35:40+00:00,2546
c018c8,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757136249,1757149873,2025-09-06T05:24:09+00:00,2025-09-06T09:11:13+00:00,227
c04e21,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1756947866,1757299145,2025-09-04T01:04:26+00:00,2025-09-08T02:39:05+00:00,5854
c04e21,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757302373,1757412847,2025-09-08T03:32:53+00:00,2025-09-09T10:14:07+00:00,1841
c04e21,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757415942,1757420079,2025-09-09T11:05:42+00:00,2025-09-09T12:14:39+00:00,68
c02655,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757056334,1757088964,2025-09-05T07:12:14+00:00,2025-09-05T16:16:04+00:00,543
c02655,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYYC,1757105087,1757949280,2025-09-05T20:44:47+00:00,2025-09-15T15:14:40+00:00,14069
c066b0,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757051216,1757081582,2025-09-05T05:46:56+00:00,2025-09-05T14:13:02+00:00,506
c0817c,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYUL,1757079405,1757293168,2025-09-05T13:36:45+00:00,2025-09-08T00:59:28+00:00,3562
c0817c,CYUL,YUL,Montreal,CYYC,CYUL,CYUL,CYYC,1757306092,1757329981,2025-09-08T04:34:52+00:00,2025-09-08T11:13:01+00:00,398
c0817c,CYYC,YYC,Calgary,CYUL,CYYC,CYYC,CYVR,1757345332,1757820480,2025-09-08T15:28:52+00:00,2025-09-14T03:28:00+00:00,7919
c0817c,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757824242,1757864885,2025-09-14T04:30:42+00:00,2025-09-14T15:48:05+00:00,677
c0817c,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757868582,1757874125,2025-09-14T16:49:42+00:00,2025-09-14T18:22:05+00:00,92
c0884e,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYUL,1757064232,1757072584,2025-09-05T09:23:52+00:00,2025-09-05T11:43:04+00:00,139
c0884e,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757075722,1757081553,2025-09-05T12:35:22+00:00,2025-09-05T14:12:33+00:00,97
c0884e,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYVR,1757085052,1757123465,2025-09-05T15:10:52+00:00,2025-09-06T01:51:05+00:00,640
c0884e,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYUL,1757140247,1757171880,2025-09-06T06:30:47+00:00,2025-09-06T15:18:00+00:00,527
c0884e,CYUL,YUL,Montreal,CYVR,CYUL,CYUL,CYVR,1757188299,1757243560,2025-09-06T19:51:39+00:00,2025-09-07T11:12:40+00:00,921
c03bf1,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYEG,1757175639,1757482729,2025-09-06T16:20:39+00:00,2025-09-10T05:38:49+00:00,5118
c07d20,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYEG,1757093238,1757097320,2025-09-05T17:27:18+00:00,2025-09-05T18:35:20+00:00,68
c07d20,CYEG,YEG,Edmonton,CYYC,CYEG,CYEG,CYYC,1757099511,1757102910,2025-09-05T19:11:51+00:00,2025-09-05T20:08:30+00:00,56
c07d20,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYEG,1757104839,1757109378,2025-09-05T20:40:39+00:00,2025-09-05T21:56:18+00:00,75
c07d20,CYEG,YEG,Edmonton,CYYC,CYEG,CYEG,CYYC,1757212428,1757265510,2025-09-07T02:33:48+00:00,2025-09-07T17:18:30+00:00,884
c02294,CYEG,YEG,Edmonton,CYYC,CYEG,CYEG,CYYC,1757252705,1757272232,2025-09-07T13:45:05+00:00,2025-09-07T19:10:32+00:00,325
c06e85,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757099475,1757434957,2025-09-05T19:11:15+00:00,2025-09-09T16:22:37+00:00,5591
c06e85,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYEG,1757445854,1757596026,2025-09-09T19:24:14+00:00,2025-09-11T13:07:06+00:00,2502
c025d2,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYEG,1757032267,1757087310,2025-09-05T00:31:07+00:00,2025-09-05T15:48:30+00:00,917
c030eb,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYUL,1757058786,1757074560,2025-09-05T07:53:06+00:00,2025-09-05T12:16:00+00:00,262
c030eb,CYUL,YUL,Montreal,CYYC,CYUL,CYUL,CYEG,1757088142,1757094062,2025-09-05T16:02:22+00:00,2025-09-05T17:41:02+00:00,98
c030eb,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYVR,1757164375,1757172480,2025-09-06T13:12:55+00:00,2025-09-06T15:28:00+00:00,135
c030eb,CYVR,YVR,Vancouver,CYYZ,CYVR,CYVR,CYYZ,1757189097,1757223784,2025-09-06T20:04:57+00:00,2025-09-07T05:43:04+00:00,578
c030eb,CYYZ,YYZ,Toronto,CYVR,CYYZ,CYYZ,CYUL,1757238739,1757243342,2025-09-07T09:52:19+00:00,2025-09-07T11:09:02+00:00,76
c030eb,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757246560,1757250970,2025-09-07T12:02:40+00:00,2025-09-07T13:16:10+00:00,73
c030eb,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYVR,1757254467,1757261231,2025-09-07T14:14:27+00:00,2025-09-07T16:07:11+00:00,112
c030eb,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757524044,1757532621,2025-09-10T17:07:24+00:00,2025-09-10T19:30:21+00:00,142
c030eb,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYVR,1757573669,1757595923,2025-09-11T06:54:29+00:00,2025-09-11T13:05:23+00:00,370
c030eb,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757599498,1757641149,2025-09-11T14:04:58+00:00,2025-09-12T01:39:09+00:00,694
c030eb,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757645207,1757687503,2025-09-12T02:46:47+00:00,2025-09-12T14:31:43+00:00,704
c030eb,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757691268,1757707705,2025-09-12T15:34:28+00:00,2025-09-12T20:08:25+00:00,273
c030eb,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYVR,1757731550,1757769315,2025-09-13T02:45:50+00:00,2025-09-13T13:15:15+00:00,629
c02028,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYVR,1757062409,1757068630,2025-09-05T08:53:29+00:00,2025-09-05T10:37:10+00:00,103
c02028,CYVR,YVR,Vancouver,CYYC,CYVR,CYVR,CYYC,1757072281,1757383128,2025-09-05T11:38:01+00:00,2025-09-09T01:58:48+00:00,5180
c02028,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYYZ,1757387043,1757392306,2025-09-09T03:04:03+00:00,2025-09-09T04:31:46+00:00,87
c02028,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1757404302,1757433282,2025-09-09T07:51:42+00:00,2025-09-09T15:54:42+00:00,483
c004f3,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYUL,1757255724,1757263472,2025-09-07T14:35:24+00:00,2025-09-07T16:44:32+00:00,129
c004f3,CYUL,YUL,Montreal,CYYC,CYUL,CYUL,CYYZ,1757565401,1757588511,2025-09-11T04:36:41+00:00,2025-09-11T11:01:51+00:00,385
c004f3,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYVR,1757592148,1757685815,2025-09-11T12:02:28+00:00,2025-09-12T14:03:35+00:00,1561
c004f3,CYYC,YYC,Calgary,CYYZ,CYYC,CYYC,CYVR,1757803761,1757812496,2025-09-13T22:49:21+00:00,2025-09-14T01:14:56+00:00,145
c05a0a,CYYC,YYC,Calgary,CYEG,CYYC,CYYC,CYEG,1757044889,1757332390,2025-09-05T04:01:29+00:00,2025-09-08T11:53:10+00:00,4791
c05a0a,CYEG,YEG,Edmonton,CYYC,CYEG,CYEG,CYYC,1757333996,1757521231,2025-09-08T12:19:56+00:00,2025-09-10T16:20:31+00:00,3120
c030f7,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYYC,1757039377,1757301608,2025-09-05T02:29:37+00:00,2025-09-08T03:20:08+00:00,4370
c030f7,CYYC,YYC,Calgary,CYVR,CYYC,CYYC,CYYZ,1757305639,1757313413,2025-09-08T04:27:19+00:00,2025-09-08T06:36:53+00:00,129
c030f7,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYUL,1757325354,1757329247,2025-09-08T09:55:54+00:00,2025-09-08T11:00:47+00:00,64
c030f7,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757333272,1757338470,2025-09-08T12:07:52+00:00,2025-09-08T13:34:30+00:00,86
c030f7,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYYC,1757341936,1757347598,2025-09-08T14:32:16+00:00,2025-09-08T16:06:38+00:00,94
c05d56,CYVR,YVR,Vancouver,CYEG,CYVR,CYVR,CYEG,1757035044,1757117587,2025-09-05T01:17:24+00:00,2025-09-06T00:13:07+00:00,1375
c051d1,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757112908,1757204175,2025-09-05T22:55:08+00:00,2025-09-07T00:16:15+00:00,1521
c051d1,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757208118,1757466839,2025-09-07T01:21:58+00:00,2025-09-10T01:13:59+00:00,4312
c051d1,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757470363,1757549786,2025-09-10T02:12:43+00:00,2025-09-11T00:16:26+00:00,1323
c06a39,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYC,1757110663,1757551873,2025-09-05T22:17:43+00:00,2025-09-11T00:51:13+00:00,7353
c06a39,CYYC,YYC,Calgary,CYUL,CYYC,CYYC,CYUL,1757566041,1757575510,2025-09-11T04:47:21+00:00,2025-09-11T07:25:10+00:00,157
c060c1,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757045726,1757070099,2025-09-05T04:15:26+00:00,2025-09-05T11:01:39+00:00,406
c060c1,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757073401,1757105075,2025-09-05T11:56:41+00:00,2025-09-05T20:44:35+00:00,527
c060c1,CYYZ,YYZ,Toronto,CYYC,CYYZ,CYYZ,CYYC,1757695196,1757700552,2025-09-12T16:39:56+00:00,2025-09-12T18:09:12+00:00,89
c0248c,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757081108,1757085681,2025-09-05T14:05:08+00:00,2025-09-05T15:21:21+00:00,76
c0248c,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757089525,1757095209,2025-09-05T16:25:25+00:00,2025-09-05T18:00:09+00:00,94
c0248c,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757098792,1757103134,2025-09-05T18:59:52+00:00,2025-09-05T20:12:14+00:00,72
c0248c,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757107304,1757164823,2025-09-05T21:21:44+00:00,2025-09-06T13:20:23+00:00,958
c0248c,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757168174,1757172277,2025-09-06T14:16:14+00:00,2025-09-06T15:24:37+00:00,68
c0248c,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757176066,1757248104,2025-09-06T16:27:46+00:00,2025-09-07T12:28:24+00:00,1200
c0248c,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757251407,1757254789,2025-09-07T13:23:27+00:00,2025-09-07T14:19:49+00:00,56
c0248c,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757258263,1757265032,2025-09-07T15:17:43+00:00,2025-09-07T17:10:32+00:00,112
c0248c,CYUL,YUL,Montreal,CYYZ,CYUL,CYUL,CYYZ,1757268628,1757274666,2025-09-07T18:10:28+00:00,2025-09-07T19:51:06+00:00,100
c0248c,CYYZ,YYZ,Toronto,CYUL,CYYZ,CYYZ,CYUL,1757278084,1757419272,2025-09-07T20:48:04+00:00,2025-09-09T12:01:12+00:00,2353
